title,value
ICT1007_Part2_T03(ch09)_AY1617.pdf,0
ICT1007_Part2_T03s(ch09)_AY1617.pdf,0
ICT1007_Part2_T04(ch13)_AY1617.pdf,0
ICT1007_Part2_T04s(ch13)_AY1617.pdf,0
ICT1007_Tutorial 1S_AY16_17.pdf,0.016715644
ICT1007_Tutorial 1_AY16_17 (done).docx,0.016715644
ICT1007_Tutorial 1_AY16_17.docx,0.016715644
ICT1007_Tutorial 1_AY16_17.pdf,0.016715644
ICT1007_Tutorial 2S_AY16_17.pdf,0.016715644
ICT1007_Tutorial 2_AY16_17.docx,0.016715644
ICT1007_Tutorial 2_AY16_17.pdf,0.016715644
ICT1007_Tutorial 3S_AY16_17.pdf,0.016715644
ICT1007_Tutorial 3_AY16_17.docx,0.016715644
ICT1007_Tutorial 3_AY16_17.pdf,0.016715644
ICT1007_Tutorial 4S_AY16_17.pdf,0.016715644
ICT1007_Tutorial 4_AY16_17.pdf,0.016715644
ICT1007_Tutorial 5S_AY16_17.pdf,0.016715644
ICT1007_Tutorial 5_AY16_17.pdf,0.016715644
1008 exam paper 2015.pdf.pdf,0.036907131
CourseSchedule - ICT1008 - T2 AY2016.pdf,0
ICT 1008 Class Test 2 (Senior).pdf,0.30063
ICT 1008 Lab Quiz 2.pdf.pdf,0.008215629
ICT 1008 Lab Quiz Answers.pdf,0.022087402
ICT1008 Class Test  AY15-16.pdf,0.30063
ICT1008 Exam 2015 with answers.pdf,0.013871773
ICT1008 Lab Test 1 Version C.pdf,0.227330374
Lab Test 2 (Q3d).py,0.093415629
Lab Test 2(Qn2c correct).pdf,0.134240983
ProblemSolvingwithAlgorithmsandDataStructures.pdf,0
ICT1008 - Project Team List.pdf,0.222972161
ICT1008 - Team Project.pdf,0.022972161
ICT1008-Team Project-Marking-Criteria.pdf,0.068126519
ICT1008 - Lab 1 - Word Ladder.pdf,0.042315629
dictionary.txt,0.465
MyQueue.py,0
MyStack.py,0
WordLadder.py,0
ICT1008 - Lab 2 - Recursions.pdf,0.008215629
FlatWorld.py,0
RecursiveShape.py,0
world.txt,0
graphviz-2.38.msi,0
networkx-1.9.1.win32-py2.7.exe,0
pygraphviz-1.2.win32-py2.7.exe,0
setuptools-5.8.win32-py2.7.exe,0
BinarySearchTree.py,0
LLRBT.py,0
ICT1008 - Lab 4 - Minimum Spanning Trees and Shortest Paths Algorithms.pdf,0.041868107
ICT1008 - Lecture 1a - Introduction.pdf,0
ICT1008 - Lecture 1b - Python Overview _ OO Programming.pdf,1
ICT1008 - Lecture 2 - Basic Data Structures.pdf,0.447309375
ICT1008 - Tutorial 1 - Python Programming v2.pdf,1
Socrative in Class (12th Jan 2017).docx,0.21543
Socrative in Class (9th Jan 2017).docx,0.21543
ICT1008 - Lecture 9 - Graph Algorithms 1.pdf,0.005877334
ICT1008 - Lecture 9 - Socrative Quiz -Graph Algorithms 1 - BFS.pdf,0.005877334
ICT1008 - Lecture 9 - Socrative Quiz -Graph Algorithms 1 - DFS.pdf,0.005877334
ICT1008 - Lecture 9 - Socrative Quiz -Graph Algorithms 1 - Topological Sort.pdf,0.082377334
"ICT1008 - Tutorial 9 - Graph Algorithms 1 - Depth First Search, Breadth First.pdf",0.026858785
ICT1008 - Lecture 10 - Graph Algorithms 2 - Shortest Paths and Minimum Spanning Trees.pdf,0.033652478
ICT1008 - Lecture 10 - Socrative Quiz -Graph Algorithms 2 - Minimum Spanning Trees.pdf,0.027490756999999998
ICT1008 - Lecture 10 - Socrative Quiz -Graph Algorithms 2 - Shortest Path Algorithms.pdf,0.05785698399999999
ICT1008 - Tutorial 10 - Graph Algorithm 2.pdf,0.726715644
ICT1008 - Lecture 11 - Socrative Quiz - String Algorithms - KMP.pdf,1
ICT1008 - Lecture 11 - Socrative Quiz - String Algorithms - Rabin Karp.pdf,0.715877334
"ICT1008 - Lecture 11 - String Algorithms - Brute Force Search, KMP, Boyer Moore, Rabin Karb.pdf",1
"ICT1008 - Tutorial 11 - String Algorithms - Brute Force Search, KMP, Boyer-Moore, Rabin Karp.pdf",1
ICT1008 - Lecture 3 - Analysis of Algorithms.pdf,0.015877334
ICT1008 - Tutorial 2 - Basic Data Structures.pdf,0.464025019
MyQueue.py,0
SinglyLinkedList.py,0
Stack.py,0.78
ICT1008 - Lecture 4 - Algorithm Design - Recursion.pdf,1
ICT1008 - Tutorial 3 - Analysis of Algorithms.pdf,0.032592978
Tutorial 3 Solutions.pdf,0.024014914000000002
"ICT1008 - Lecture 5 - Algorithm Design - Backtracking, Greedy, Dynamic Programming.pdf",1
ICT1008 - Tutorial 4 - Algorithm Design - Recursion.pdf,1
ICT1008 - Lecture 6 - Sorting Algorithms.pdf,0.005877334
ICT1008 - Tutorial 6 - Sorting Algorithms.pdf,0.022592978
"ICT1008 - Lecture 7 - Search Algorithms 1 - Linear Search, Binary Search, Hash Tables.pdf",1
ICT1008 - Lecture 7 - Socrative Quiz - Search Algorithms 1 - Hash Tables (Teacher_s Answer).pdf,1
ICT1008 - Lecture 7 - Socrative Quiz - Search Algorithms 1 - Hash Tables.pdf,1
ICT1008 - Lecture 7 - Socrative Quiz - Search Algorithms 1 - Linear Search and Binary Search (Teacher_s Answer).pdf,1
ICT1008 - Lecture 7 - Socrative Quiz - Search Algorithms 1 - Linear Search and Binary Search.pdf,1
"ICT1008 - Tutorial 7 - Search Algorithm 1 - Linear Search, Binary Search, Hash Tables.pdf",1
Q2BinarySearchIterative.py,0
Q2BinarySearchRecursive.py,0
"ICT1008 - Lecture 8 - Search Algorithms 2 - Binary Search Trees, Balanced Search Trees.pdf",1
ICT1008 - Lecture 8 - Socrative Quiz - Search Algorithms 2 - Balanced Search Trees (Teacher_s Answer).pdf,0.565024235
ICT1008 - Lecture 8 - Socrative Quiz - Search Algorithms 2 - Balanced Search Trees.pdf,0.531877334
ICT1008 - Lecture 8 - Socrative Quiz - Search Algorithms 2 - Search Algorithms 2 - 2 3 Trees (Teacher_s Answer).pdf,0.570901569
ICT1008 - Lecture 8 - Socrative Quiz - Search Algorithms 2 - Search Algorithms 2 - 2 3 Trees.pdf,0.537754668
ICT1008 - Lecture 8 - Socrative Quiz - Search Algorithms 2 - Search Algorithms 2 - Binary Search Tree (Teacher_s Answer).pdf,1
ICT1008 - Lecture 8 - Socrative Quiz - Search Algorithms 2 - Search Algorithms 2 - Binary Search Tree.pdf,1
"ICT1008 - Tutorial 8 - Search Algorithm 2 - Binary Search Tree, Balanced Search Tree.pdf",1
1009 Class Test AY15-16.pdf,0.30063
1009_JavaTest.pdf,0
OOPExam.pdf.pdf,0
ICT1009 Project Description_CPP_2017 Final.pdf,0.9843
ICT1009 Project Description_Java_2017.pdf,0.89
ICT1009 Lab 1 Project Groups.pdf,0.054697127000000005
ICT1009 Lab 2 Project Groups.pdf,0.054697127000000005
ICT1009 Lab 3 Project Groups.pdf,0.054697127000000005
ICT1009_Lab1_2017.pdf,0
Lecture 1 on Java Fundamentals.pdf,0.88
2017 ICT1009 W10 Inheritance.pdf,0.88
ICT1009 CPP Lab8_2017.pdf,0.82
2017 W11 Polymorphism.pdf,0.88
ICT1009 CPP Lab 9_2017.pdf,0.8282156289999999
2017 ICT1009 W12 Template .pdf,0.009921951
ICT1009 CPP Lab 10.pdf,0.8282156289999999
ICT1009 Lab 2_2017.pdf,0.008215629
Lecture 2 on Java Object Oriented Programming Part 1.pdf,1
Lecture 3 on Java Object Oriented Programming Part 2.pdf,1
ICT1009 Lab 3_2017.pdf,0.008215629
Lecture 4 on Abstracttion on Abstract Class and Interface.pdf,0.992690246
ICT1009 Lab 4_2017.pdf,0.008215629
Lecture 5 on JUnit and Exception Handling.pdf,0.023193351
ICT1009 Lab 5_2017.pdf,0.008215629
2017 ICT1009 W8_0_AdminIntro.pdf,0
2017 ICT1009 W8_1_CPP Fundamentals.pdf,0.82
2017 ICT1009 W8_2_OOP.pdf,0.88
C_Refresher.c,0
ICT1009_Lab 6_2017.pdf,0.008215629
2017 ICT1009 Recap W1.pdf,0
2017 ICT1009 W9 Classes.pdf,0.345265
ICT1009 Lab7_2017.pdf,0
Customer.cpp,0.020444276
Employee.cpp,0.005340159
Employee2.cpp,0
Employee3.cpp,0
House.cpp,0.018706354
House2.cpp,0
House3.cpp,0
Student.cpp,0.010079944
StudentStatic.cpp,0
StudentStaticFunction.cpp,0
StudentStaticPublic.cpp,0
Writer.cpp,0.006003729
InventoryItem.h,0
SalesPerson.h,0
Transaction.h,0.01083831
TransactionMain.cpp,0
textbook.pdf,0
ICT2101 project1.pdf,0
Volere Requirements Specification Template v17.doc,0.078518658
2016 T2 ICT2101-D12.pdf,0
2016 T2 ICT2101-D2.pdf,0
2016 T2 ICT2101-D3(1).pdf,0
2016 T2 ICT2101-D3.pdf,0
2016 T2 ICT2101-D4.pdf,0
ICT2101 W1 intro SV.pdf,0.00597213
ICT2101 W10 SQA part 2 Glass box testing.pdf,0.014739786000000001
ICT2101 W10 SQA part 2 SV post.pdf,0.025089266
ICT2101 W10 Tutorial SQA2 .pdf,0.016715644
ICT2101 W11 Aspect Oriented Engineering SV post.pdf,0.06259677
Socractive Practise Aspect Oriented Programming.docx,0.763366196
W11 Functional Oriented Design (Updated).pdf,0.023066957
W11 Functional Oriented Design - preclass.pdf,0.008721206
ICT2101 W12 The Software Process SV post.pdf,1
ICT2101 W12 The Software Process SV pre.pdf,1
ICT2101 W12 tutorial SDLC.pdf,0.016715644
Managing Legacy Systems _ IT Business Support _ Solutions.flv,0.644768036
socrative correct answer.PNG,0.073972255
W12 Software Maintenance (Updated).pdf,0.734345751
W12 Software Maintenance-preclass.pdf,0.72
ICT2101 W13 Exam Revision SV.pdf,0.006477707
ICT2101 W2 Lecture Requirements SV Pre Old.pdf,0.053176604
ICT2101 W2 The Software Process (reduced) post SV.pdf,1
ICT2101 W2 The Software Process SV.pdf,1
ICT2101 W2 Tutorial Teams.pdf,0.016715644
ICT2101 W3 Lecture Requirements Modeling.pdf,0.04
ICT2101 W3 Tutorial - Requirements.pdf,0.056715644
ICT2101 W3 TUTORIAL Requirements Analysis and project.pdf,0.066715644
Basic and Intermediate COCOMO from Wikipedia.docx,0.05684583
ICT2101 W3 Project Management P1.pdf,0
ICT2101 W4 Project Management 2016 09 28 COCOMO.pdf,0
ICT2101 W4 Project Management SV post.pdf,0.025089266
ICT2101 W5 Testing SV post.pdf,0.035089266
ICT2101 W6 OOA SV.pdf,0
W8 - 1 Introduction to Sofware Architecture - preclass.pdf,0.019591114
W8 - 1 Introduction to Sofware Architecture.pdf,0.019591114
W8 - 2 Designing Sofware Architecture - preclass.pdf,0.019591114
W8 - 2 Designing Sofware Architecture.pdf,0.019591114
W8 - 3 (W9 -1) Design Patterns.pdf,0.007931241
W8 - 3 Design Patterns - preclass.pdf,0.007931241
W9 - 1 Change Management - preclass.pdf,0
W9 - 1 Change Management.pdf,0
W9 - 2 Continuous Integration - preclass.pdf,0
W9 - 2 Continuous Integration.pdf,0
W9 - Git_Github.pdf,1
W9 - TravisCI.pdf,0
ICT1001 - 2014.pdf,0
ICT1001 - 2015.docx,0
ICT1002- 2014.pdf,0
ICT1002- 2015.pdf,0
ICT1003 - 2014.pdf,0
ICT1003 - 2015.docx,0
ICT1005 - 2014.pdf,0
ICT1005 - 2015.pdf,0
2901 Essay Intro by 12 Sep (2) (2).docx,0.01194426
2901 Essay Intro by 12 Sep (2).docx,0.01194426
aaaaa.csv,0
faggit - Copy.pdf,0
faggit.pdf - Shortcut - Copy.lnk,0
incognito_sniff - Copy.bat,0
incognito_sniff.bat - Shortcut - Copy.lnk,0.88
FLARE-On,0
(3) Motivation for SE - YouTube,0
Slack | sit-ict2x01-2019t1 - WEEK 01: Module Overview Motivation & the SDLC,0.527079976
(3) Use Nmap for Tactical Network Reconnaissance [Tutorial] - YouTube,1
linux - How do I partition a USB drive so that it's bootable and has a Windows-compatible data storage partition? - Unix & Linux Stack Exchange,1
Bash Bunny: Big hacks come in tiny packages | CSO Online,1
Hashes.org - Public Leaks,0.9
Download 64-bit (x64) utilities package for Windows,1
xSiTe - Learning Management System (LMS) of Singapore Institute of Technology,1
https://in4sit.singaporetech.edu.sg,0.51
Mail - 1801704@sit.singaporetech.edu.sg,0.11
Learning Catalytics Join Session,0.135135715
Binary Converter,0.55
HTML Tutorials | HTML Dog,0.93
CodeDR,0
ASCII Chart â€” Python Reference (The Right Way) 0.1 documentation,1
HTML Tables,0.47324722700000005
(40) Flask Web Development in Python - 1 - Intro - YouTube,1
(40) Flask Web Development with Python Tutorial - 1 - Basic App - YouTube,1
(40) Matplotlib Tutorial 1 - Introduction and Line - YouTube,0.016715644
Sets Functions and Relations - Slides (Pre Session) - ICT1005-Mathematics and Statistics for ICT,0.209171168
python - Wrapping long y labels in matplotlib tight layout using setp - Stack Overflow,1
(40) Creating a Dynamic Select Field With Flask-WTF and JavaScript - YouTube,1
[AF] Getting selected value from dropdown list : flask,0.216620849
python - Getting value from select tag using flask - Stack Overflow,1
Charting Using Plotly in Python,0.88
Plotting graph using python and dispaying it using HTML - Stack Overflow,1
Binary Calculator - Addition Subtraction Multiplication and Division,0.70831232
IEEE-754 Floating Point Converter,0.717985274
Buttons Â· Bootstrap,0.88
Bootstrap Navigation Components,0.93441274
Alerts Â· Bootstrap,0.88
Jumbotron Â· Bootstrap,0.88
Components Â· Bootstrap,0.93441274
Grid system Â· Bootstrap,1
Bootstrap 3 Tutorial,0.896715644
Components Â· Bootstrap,0.93441274
JavaScript Form Validation,1
How To Create a Countdown Timer,0.221188489
(40) How to Make Green Tea Chocolate Chip Cookies ë…¹ì°¨ ì´ˆì½” ì¿ í‚¤ ~ Snowy Winter Cafe~ - YouTube,1
Arduino Playground - Time,0.143
IT Business Analyst (Intern) - Singapore - Indeed.com.sg,0.036148766
Lecture 2 on OO Java - ICT1009-Object-Oriented Programming [2018/19 T2],1
Introduction to Networking | Network Fundamentals Part 1 - YouTube,0.99
Music Company Jobs - February 2019 | Indeed.com.sg,0.039759158
Lecture 19: File system implementation - YouTube,1
Watch What's Wrong With Secretary Kim Episode 2 EngSub | Server undefined | 4,0.775894081
How to extract the exact indentation of a line in a python file? - Stack Overflow,1
Python Programming Tutorials,1
python - Get textinput value in Kivy app - Stack Overflow,1
python - Kivy run function from kv button - Stack Overflow,1
Process Text using TFIDF in Python â€“ Towards Data Science,1
How do I compare document similarity using Python? - O'Reilly Media,0.945044711
Tf-Idf and Cosine similarity | Seeking Wisdom,0.88
nlp - How to compute the similarity between two text documents? - Stack Overflow,1
python - Calculate cosine similarity given 2 sentence strings - Stack Overflow,1
Overview of Text Similarity Metrics in Python â€“ Towards Data Science,1
Binary Search Tree Visualization,0.822669163
Qt for Python | The official Python bindings for Qt,1
How to process textual data using TF-IDF in Python â€“ freeCodeCamp.org,1
python - Pip install: can't open file pip or Parent module '' not loaded - Stack Overflow,1
Cisco Nexus 5000 Series NX-OS Software Configuration Guide - Configuring Port Channels [Cisco Nexus 5000 Series Switches] - Cisco,1
Kruskalâ€™s Minimum Spanning Tree Algorithm | Greedy Algo-2 - GeeksforGeeks,1
(2) python ethical hacking - YouTube,1
THE 10 BEST Restaurants in Seoul - TripAdvisor,0.01
Form Google Maps URL that searches for a specific places near specific coordinates - Stack Overflow,1
DNS Spoofing does not work Â· Issue #889 Â· Ettercap/ettercap Â· GitHub,1
(17) SPSE Module 3-8: Programming with scapy - YouTube,1
Walkthrough: Set Up an Apache Web Server and Serve Amazon EFS Files - Amazon Elastic File System,1
Install MySQL Server on Ubuntu,1
(25) Hunt Down Social Media Accounts by Usernames Using Sherlock [Tutorial] - YouTube,0.047128321
How to Install MySQL on Ubuntu 18.04 | Linuxize,1
AWS Resource and Property Types Reference - AWS CloudFormation,1
Learn Template Basics - AWS CloudFormation,0.944080006
Ref - AWS CloudFormation,0.9
Run python script on my computer after Http Request - Stack Overflow,1
How can I send a string to a specific port using PHP? - Stack Overflow,1
Database Programming in Python | Basics | Open Source,1
PyMySQL Â· PyPI,0
Socket Programming in PHP - CodeProject,1
pyt,0
How To Setup Autorun a Python Script Using Systemd - TecAdmin,1
AWS Developer Forums: Feedback - cloudformation natgateway ...,1
amazon web services - Name an EC2 Instance in the CloudFormation template? - Stack Overflow,1
Cybersecurity Intern - Columbia MD - Indeed.com,0.006351313
Unattended use of mysql_secure_installation Â« Hackviking,1
How do I import an SQL file using the command line in MySQL? - Stack Overflow,1
linux - Run Python script at startup in Ubuntu - Stack Overflow,1
"<Stuff about=""code"" />: Raspberry Pi - run program at start-up",0.439409733
How to check if port is in use on Linux or Unix - nixCraft,1
Solved: Re: What exact dependencies required in /lib/lsb/i... - Cloudera Community,0.295691534
Using nginx as HTTP load balancer,1
How to configure load balancing using Nginx - UpCloud,0.917065124
Copy MySQL Database From One Server To Another Remote Server - nixCraft,1
host is not allowed to connect to this mysql server - Google Search,1
Use mysqldump to Back Up MySQL or MariaDB,1
Check process running Status with PID,0.647749233
linux - Why is my crontab not working and how can I troubleshoot it? - Server Fault,1
Amazon EC2 - No SSH After Reboot Connection Refused - Server Fault,1
Watch Shinmai Maou no Testament Episode 3 [Uncensored] Online Free | AnimeHub,0.254494081
Python Programming Tutorials,1
Nmap Cheat Sheet and Pro Tips | HackerTarget.com,1
14.04 - install mysql specific version (Unable to locate package) - Ask Ubuntu,1
Mysql Mysql version 5.5.9 : Security vulnerabilities,1
11.04 - how to use sudo command to install .tar.gz? - Ask Ubuntu,1
MySQL :: Page Not Found,0.88
package management - Is it possible to install MySQL 5.5 or 5.6 on Ubuntu 16.04? - Ask Ubuntu,1
Install MySQL 5.5.xx on Ubuntu Â· GitHub,1
Apache Http Server : List of security vulnerabilities,1
Compiling and Installing - Apache HTTP Server Version 2.4,1
CVE-2012-4414 : Multiple SQL injection vulnerabilities in the replication code in Oracle MySQL possibly before 5.5.29 and MariaDB 5.1.x,1
Oracle Mysql version 5.5.13 : Security vulnerabilities,1
Mysql Mysql version 5.5.6 : Security vulnerabilities,1
Apache Http Server version 2.4.29 : Security vulnerabilities,1
Typhoon 1.02: A Vulnhub VM Walkthrough - Tushar Routray - Medium,0.783239801
Python Python : List of security vulnerabilities,1
MySQL :: Download MySQL Community Server (Archived Versions),1
command line - Can't add nginx module - requires zlib - Ask Ubuntu,1
How to Install RPM Packages On Ubuntu | RoseHosting,1
NGINX Docs | Installing NGINX Open Source,1
NGINX download,1
pw11-free.exe,0.1543
Lab4_UseCasePoints_Student.xlsx,0.010079944
Lab4.1 - Configuring and Verifying Standard IPv4 ACLs.pdf,1
X03-2 - Multiple Disk Volumes.pdf,0.047176667
X03-3 - More Challenges.pdf,0
X03-1 - Partitioning Schemes.pdf,0.004297406
X02-1 - Collection and Acquisition.pdf,0.014187759
P03 - The Computer.pdf,0.422978476
ubuntu-16.04.1-vm-amd64-2202-x03-1-source_86aac933911387d7fe3ece884e28e6f8cc2543ab.tar.gz,1
raid-0_24dd4d67b2148ab3dd9d088e2312f39e23d71d99.tar.gz,0.7510279009999999
raid-1_174e7ce8a5d0edc4eeafb0c7f9e3c1a5a03bddc7.tar.gz,0.7510279009999999
raid-5_a5ff2020b66e9454eed25cefc25c0e704091c90d.tar.gz,0.7510279009999999
raided_bfb99bcb719c3cc11431b4d5897f028a2bb2ae17.tar.gz,0.74
Analyzing_Master_Boot_Record_for_Forensic_Investig.pdf,0.777371789
testdisk-7.2-WIP.win64.zip,0
d496e58864ab10ed56278b7655b0d0b2-nginx-1.4.0.tar.gz,1
2201jos.pem,0
LockDownBrowser-2-0-4-05.exe,0
ubuntu-13.04-server-i386.iso,1
linux-image-4.4.0-62-generic_4.4.0-62.83_i386.deb,0.8305706700000001
TeamViewer_Setup.exe,0.898832749
kali-linux-2019.3a-vbox-amd64.ova,1
Architecture_lec6.pdf,0.019591114
ict1010_lec10_app.pdf,0
2201 Individual Appraisal.pdf,0
payload.ps1,0.9
payload.txt,0.9
info.ps1.txt,0.89
payload.txt,0.9
run.ps1.txt,0.88
ch_fw_1.6_305.tar.gz,0.74
bunnyupdater-1.1-windows_amd64.zip,0.3457
Get-BrowserData.ps1.txt,0.88
payload.txt,0.9
payload.txt,0.9
payload.ps1.txt,1
payload.txt,0.9
payload.ps1,0.9
server.py,0.76
payload.txt,0.9
p.txt,0
get_facebook_cookies.ps1,0.9
Export-Registry-v2.ps1,0.695918255
DB.Browser.for.SQLite-3.11.2-win64.msi,1
mysql_complete.pcap,0.924048408
86f2075a402f37fdd865ec5f1bd50505-09b18633202aca4720f431601b905ff9061a8d59.zip,0
jadx-master.zip,0.022371789
jadx-gui-1.0.0-3-with-jre-windows.zip,1
UnCrackable-Level1.apk,0
pinbrute.py,0
Browser-Extraction.ps1,0.784
Browser-Extraction.ps1,0.784
simple_9233914564ab9be0bcd908fc8ca720a835f3d6ad.apk,0.01
autopsy-4.13.0-64bit.msi,0.92
DFPS_FOR500_v4.9_4-19_003.pdf,0
x64tools.zip,0
evidence_dac37eeac91397b9b5f314e392da46c0d9afb33b.tar.gz.part00,1
evidence_dac37eeac91397b9b5f314e392da46c0d9afb33b.tar.gz.part01,1
evidence_dac37eeac91397b9b5f314e392da46c0d9afb33b.tar.gz.part02,1
evidence_dac37eeac91397b9b5f314e392da46c0d9afb33b.tar.gz.part03,1
text.zip,0
T E X T F I L E S.html,0
stopwords.txt,0
wordlist.csv,0.9
files.zip,0.319019176
getItAll.csv,0
Company-Categorization-DFE.csv,0.0123
sitereview-master.zip,0.022371789
sitereview-master (1).zip,0.022371789
History-6,0.7687
getItAll (12).csv,0
Browser-Extraction.ps1,0.784
getItAll (1).csv,0
Zombies - Cranberries.docx,0
ZOMBIE - THE CRANBERRIES.pdf,0
wordswithin.py,0
wordswithin.db,0
setup-x86_64.exe,0.018832749
FileZilla_3.45.1_win64_sponsored-setup.exe,0.018832749
TORN - NATALIE IMBRUGLIA.pdf,0
THIS LOVE - MAROON 5.pdf,0.00641451
MORE THAN WORDS - EXTREME.pdf,0.003855026
wordswithin.db,0
Powershell Script (7.11.2019).zip,1
wordlist.csv,0.9
Working...,0.04158372
xSiTe - Learning Management System (LMS) of Singapore Institute of Technology,1
Outlook,0
Join Session,0.127046481
Converter of signed binary two's complement: converting to decimal system (base ten) integer numbers. How to convert a signed binary number in two's complement representation to an integer in base ten: 1) In a signed binary two's complement first bit (leftmost) indicates the sign 1 = negative 0 = positive. 2) Get the signed binary representation in one's complement subtract 1 from the initial number. 3) Construct the unsigned binary number: flip all the bits in the signed binary one's complement representation (reversing the digits) - replace the bits set on 1 with 0s and the bits on 0 with 1s. 4) Multiply each bit of the binary number by its corresponding power of 2 that its place value represents. 5) Add all the terms up to get the positive integer number in base ten. 6) Adjust the sign of the integer number by the first bit of the initial binary number.,1
HTML Tutorials | HTML Dog,0.93
CodeDR,0
ASCII Chart — Python Reference (The Right Way) 0.1 documentation,1
HTML Tables,0.47324722700000005
(40) Flask Web Development in Python - 1 - Intro - YouTube,1
(40) Flask Web Development with Python Tutorial - 1 - Basic App - YouTube,1
(40) Matplotlib Tutorial 1 - Introduction and Line - YouTube,0.016715644
Sets Functions and Relations - Slides (Pre Session) - ICT1005-Mathematics and Statistics for ICT,0.209171168
python - Wrapping long y labels in matplotlib tight layout using setp - Stack Overflow,1
Charting Using Plotly in Python,0.88
python - Getting value from select tag using flask - Stack Overflow,1
Creating a Dynamic Select Field With Flask-WTF and JavaScript - YouTube,1
[AF] Getting selected value from dropdown list : flask,0.216620849
Grid system · Bootstrap,1
Alerts · Bootstrap,0.88
Bootstrap Navigation Components,0.93441274
Components · Bootstrap,0.93441274
IEEE-754 Floating Point Converter,0.717985274
Plotting graph using python and dispaying it using HTML - Stack Overflow,1
Binary Calculator - Addition Subtraction Multiplication and Division,0.70831232
Buttons · Bootstrap,0.88
Jumbotron · Bootstrap,0.88
Bootstrap 3 Tutorial,0.896715644
Components · Bootstrap,0.93441274
Watch What's Wrong With Secretary Kim Episode 4 EngSub | V.I.P,0.015894081
Arduino Playground - Time,0.143
Lucky Hotel in Guangzhou - Room Deals Photos & Reviews,0.03614876599999999
Ming Hong Xiwan in Guangzhou - Room Deals Photos & Reviews,0.031724966
Fu Ho Hotel in Guangzhou - Room Deals Photos & Reviews,0.038392265
Best Price on Grand Continental Service Apartment - Nomo Beijing Road in Guangzhou + Reviews,0.6508402059999999
How To Create a Countdown Timer,0.221188489
JavaScript Form Validation,1
(40) How to Make Green Tea Chocolate Chip Cookies ?? ?? ?? ~ Snowy Winter Cafe~ - YouTube,1
IT Business Analyst (Intern) - Singapore - Indeed.com.sg,0.036148766
Lecture 2 on OO Java - ICT1009-Object-Oriented Programming [2018/19 T2],1
Introduction to Networking | Network Fundamentals Part 1 - YouTube,0.99
3 in 4 youngsters say they have been bullied online - Channel NewsAsia,0.4593
Social Media Landscape in Singapore (2019) | Hashmeta,0.027933137
How to extract the exact indentation of a line in a python file? - Stack Overflow,1
Python Programming Tutorials,1
python - Get textinput value in Kivy app - Stack Overflow,1
python - Kivy run function from kv button - Stack Overflow,1
How to process textual data using TF-IDF in Python – freeCodeCamp.org,1
Process Text using TFIDF in Python – Towards Data Science,1
How do I compare document similarity using Python? - O'Reilly Media,0.945044711
Tf-Idf and Cosine similarity | Seeking Wisdom,0.88
Overview of Text Similarity Metrics in Python – Towards Data Science,1
nlp - How to compute the similarity between two text documents? - Stack Overflow,1
python - Calculate cosine similarity given 2 sentence strings - Stack Overflow,1
Music Company Jobs - February 2019 | Indeed.com.sg,0.039759158
Binary Search Tree Visualization,0.822669163
Qt for Python | The official Python bindings for Qt,1
python - Pip install: can't open file pip or Parent module '' not loaded - Stack Overflow,1
Cisco Nexus 5000 Series NX-OS Software Configuration Guide - Configuring Port Channels [Cisco Nexus 5000 Series Switches] - Cisco,1
Kruskal’s Minimum Spanning Tree Algorithm | Greedy Algo-2 - GeeksforGeeks,1
Lecture 19: File system implementation - YouTube,1
Cybersecurity Intern - Columbia MD - Indeed.com,0.006351313
(2) Python For Ethical Hacking - #1 - Introduction & Python Modules - YouTube,1
THE 10 BEST Restaurants in Seoul - TripAdvisor,0.01
Form Google Maps URL that searches for a specific places near specific coordinates - Stack Overflow,1
DNS Spoofing does not work · Issue #889 · Ettercap/ettercap · GitHub,1
(17) SPSE Module 3-8: Programming with scapy - YouTube,1
Walkthrough: Set Up an Apache Web Server and Serve Amazon EFS Files - Amazon Elastic File System,1
Install MySQL Server on Ubuntu,1
Hunt Down Social Media Accounts by Usernames Using Sherlock [Tutorial] - YouTube,0.047128321
How to Install MySQL on Ubuntu 18.04 | Linuxize,1
AWS Resource and Property Types Reference - AWS CloudFormation,1
Learn Template Basics - AWS CloudFormation,0.944080006
Ref - AWS CloudFormation,0.9
Run python script on my computer after Http Request - Stack Overflow,1
How can I send a string to a specific port using PHP? - Stack Overflow,1
Socket Programming in PHP - CodeProject,1
Database Programming in Python | Basics | Open Source,1
PyMySQL · PyPI,0
package management - How to remove Python 2 in 16.04? - Ask Ubuntu,1
How To Setup Autorun a Python Script Using Systemd - TecAdmin,1
AWS Developer Forums: Feedback - cloudformation natgateway ...,1
amazon web services - Name an EC2 Instance in the CloudFormation template? - Stack Overflow,1
Unattended use of mysql_secure_installation « Hackviking,1
How do I import an SQL file using the command line in MySQL? - Stack Overflow,1
linux - Run Python script at startup in Ubuntu - Stack Overflow,1
"<Stuff about=""code"" />: Raspberry Pi - run program at start-up",0.439409733
Using nginx as HTTP load balancer,1
How to check if port is in use on Linux or Unix - nixCraft,1
Solved: Re: What exact dependencies required in /lib/lsb/i... - Cloudera Community,0.295691534
How to configure load balancing using Nginx - UpCloud,0.917065124
Copy MySQL Database From One Server To Another Remote Server - nixCraft,1
host is not allowed to connect to this mysql server - Google Search,1
linux - Why is my crontab not working and how can I troubleshoot it? - Server Fault,1
